month,Store,NPS,count_of_responses
2024-07,TATUAPÉ,75.92592592592592,54
2024-07,TIJUCA,94.31438127090301,299
2024-07,TUCURUVI,57.89473684210527,19
2024-08,ALPHAVILLE,92.85714285714285,42
2024-08,CAMPINAS,76.47058823529412,34
2024-08,COPACABANA,83.33333333333333,72
2024-08,IPIRANGA,91.11111111111111,45
2024-08,ITAIM,60.0,10
2024-08,JARDINS,93.93939393939394,66
2024-08,LAPA,90.625,32
2024-08,LONDRINA,89.58333333333333,48
2024-08,MOEMA,89.4736842105263,57
2024-08,MOOCA,78.26086956521738,23
2024-08,OSASCO,93.84615384615384,65
2024-08,RIBEIRÃO PRETO,76.47058823529412,17
2024-08,SANTO AMARO,78.0,50
2024-08,SANTOS,93.44262295081967,61
2024-08,SOROCABA,100.0,37
2024-08,TATUAPÉ,95.67901234567901,162
2024-08,TIJUCA,94.3820224719101,89
2024-08,TUCURUVI,38.46153846153847,13
2024-09,ALPHAVILLE,96.29629629629629,27
2024-09,CAMPINAS,80.7017543859649,57
2024-09,COPACABANA,84.26966292134833,89
2024-09,IPIRANGA,80.64516129032258,31
2024-09,ITAIM,76.92307692307692,13
2024-09,JARDINS,77.14285714285715,35
2024-09,LAPA,89.28571428571429,28
2024-09,LONDRINA,97.10144927536231,69
2024-09,MOEMA,76.66666666666667,30
2024-09,MOOCA,69.23076923076923,13
2024-09,OSASCO,82.14285714285714,56
2024-09,RIBEIRÃO PRETO,92.3076923076923,13
2024-09,SANTO AMARO,69.23076923076923,26
2024-09,SANTOS,84.21052631578947,19
2024-09,SOROCABA,90.19607843137256,51
2024-09,TATUAPÉ,80.95238095238095,63
2024-09,TIJUCA,95.28301886792453,106
2024-09,TUCURUVI,96.66666666666667,30
2024-10,ALPHAVILLE,100.0,7
2024-10,CAMPINAS,93.33333333333333,15
2024-10,COPACABANA,70.0,50
2024-10,IPIRANGA,69.23076923076923,26
2024-10,ITAIM,87.5,8
2024-10,JARDINS,59.09090909090909,22
2024-10,LAPA,90.47619047619047,21
2024-10,LONDRINA,86.04651162790698,43
2024-10,MOEMA,60.00000000000001,5
2024-10,MOOCA,44.44444444444445,9
2024-10,OSASCO,78.26086956521738,23
2024-10,RIBEIRÃO PRETO,100.0,3
2024-10,SANTO AMARO,75.0,12
2024-10,SANTOS,100.0,14
2024-10,SOROCABA,85.18518518518519,27
2024-10,SÃO BERNARDO,100.0,2
2024-10,TATUAPÉ,100.0,27
2024-10,TIJUCA,100.0,13
2024-10,TUCURUVI,80.0,25
2024-11,ALPHAVILLE,100.0,2
2024-11,CAMPINAS,100.0,9
2024-11,COPACABANA,96.15384615384616,26
2024-11,IPIRANGA,60.0,20
2024-11,ITAIM,83.33333333333334,6
2024-11,JARDINS,100.0,1
2024-11,LAPA,49.99999999999999,10
2024-11,LONDRINA,77.41935483870968,31
2024-11,MOOCA,50.0,4
2024-11,SANTOS,50.0,2
2024-11,SOROCABA,72.72727272727273,11
2024-11,SÃO BERNARDO,60.0,5
2024-11,TATUAPÉ,95.45454545454545,44
2024-11,TIJUCA,-100.0,1
2024-11,TUCURUVI,73.6842105263158,19
2024-12,ALPHAVILLE,-100.0,1
2024-12,CAMPINAS,77.77777777777779,9
2024-12,COPACABANA,80.0,20
2024-12,ITAIM,50.0,2
2024-12,JARDINS,70.58823529411764,17
2024-12,LAPA,85.71428571428572,14
2024-12,LONDRINA,100.0,13
2024-12,MOOCA,100.0,6
2024-12,SANTOS,70.0,10
2024-12,SOROCABA,42.857142857142854,7
2024-12,SÃO BERNARDO,57.14285714285714,7
2024-12,TATUAPÉ,84.375,32
2024-12,TIJUCA,77.77777777777777,9
2024-12,TUCURUVI,20.0,5
2024-12,VILA MASCOTE,89.4736842105263,19
2025-01,ALPHAVILLE,100.0,3
2025-01,CAMPINAS,77.77777777777779,9
2025-01,COPACABANA,80.0,15
2025-01,ITAIM,85.71428571428571,7
2025-01,JARDINS,66.66666666666666,12
2025-01,LAPA,100.0,2
2025-01,LONDRINA,93.75,16
2025-01,SANTOS,100.0,7
2025-01,SOROCABA,90.0,10
2025-01,SÃO BERNARDO,66.66666666666666,3
2025-01,TATUAPÉ,100.0,7
2025-01,TIJUCA,81.81818181818183,11
2025-01,TUCURUVI,62.5,8
2025-02,ALPHAVILLE,100.0,1
2025-02,CAMPINAS,83.33333333333334,6
2025-02,COPACABANA,84.61538461538461,13
2025-02,GUARULHOS,50.0,2
2025-02,JARDINS,64.0,25
2025-02,LAPA,100.0,2
2025-02,LONDRINA,100.0,13
2025-02,MOOCA,100.0,1
2025-02,SOROCABA,100.0,12
2025-02,SÃO BERNARDO,100.0,9
2025-02,TATUAPÉ,100.0,7
2025-02,TUCURUVI,80.0,10
2025-03,CAMPINAS,50.0,2
2025-03,COPACABANA,45.45454545454546,11
2025-03,GUARULHOS,100.0,6
2025-03,JARDINS,70.0,10
2025-03,LONDRINA,100.0,10
2025-03,SOROCABA,75.0,4
